student_id,age,gender,major,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,study_environment,access_to_tutoring,family_income_range,parental_support_level,motivation_level,exam_anxiety_score,learning_style,time_management_score,exam_score
144483,20,Male,Arts,4.6,2.8,2.9,Yes,48.7,5.4,Good,3,High School,Low,5.9,Yes,2.52,4,5.8,No,4,10.5,Co-Learning Group,No,High,10,2,10,Visual,5.3,63
144484,27,Female,Arts,5.0,3.8,1.8,Yes,90.0,8.1,Good,1,Bachelor,Medium,4.9,No,3.28,7,2.7,No,0,11.0,Library,Yes,High,7,7,8,Reading,2.7,78
144485,21,Other,Computer Science,3.1802198604476004,0.7,2.1,No,62.2,9.2,Poor,7,Master,Low,5.1,No,2.87,7,6.3,No,5,6.4,Cafe,No,Medium,10,5,10,Kinesthetic,5.9,72
144486,21,Female,Psychology,4.5,4.2,3.5,Yes,46.3,7.3,Good,4,High School,High,6.5,Yes,3.7,4,2.3,No,2,12.3,Cafe,Yes,Low,1,4,10,Reading,7.2,96
144487,18,Other,Arts,2.6,3.2,3.3,No,92.1,7.0,Fair,6,High School,Medium,3.9,Yes,4.0,7,6.2,No,4,10.9,Dorm,No,Low,4,3,10,Visual,7.7,88
144488,18,Female,Business,2.6,1.2,1.0,Yes,73.4,8.6,Good,1,PhD,High,5.5,No,4.0,3,5.2,No,1,5.6,Co-Learning Group,Yes,Medium,2,4,10,Auditory,5.5,97
144489,27,Other,Psychology,5.0,4.3,0.1,No,65.2,4,Poor,2,Bachelor,Medium,6.4,Yes,3.94,4,1.2,No,0,10.0,Dorm,Yes,Medium,10,9,6,Kinesthetic,7.8,92
144490,27,Male,Computer Science,3.334671719452405,3.6,1.1,No,57.9,6.6,Good,0,Bachelor,Medium,7.6,Yes,3.17,5,1.6,No,1,8.6,Cafe,Yes,Low,3,6,9,Reading,9.7,73
144491,18,Female,Business,5.6,2.4,1.4,Yes,59.3,6.7,Good,6,Some College,Low,7.5,No,4.0,6,3.6,No,3,10.7,Quiet Room,Yes,High,2,7,8,Auditory,4.2,100
144492,22,Male,Arts,1.8,1.3,3.4,No,42.3,5.8,Fair,2,Bachelor,High,3.2,Yes,2.6,8,7.3,No,3,7.5,Co-Learning Group,Yes,High,4,7,8,Kinesthetic,9.8,65
144493,27,Male,Psychology,3.5,1.2,1.5,No,51.5,6.3,Fair,1,High School,High,6.6,Yes,2.96,4,4.2,No,2,7.7,Co-Learning Group,Yes,Low,1,4,10,Visual,7.7,76
144494,20,Female,Engineering,3.1,1.7,3.1,Yes,51.7,6.8,Poor,3,High School,High,7.5,Yes,4.0,5,2.1,No,4,8.2,Quiet Room,No,High,5,10,5,Visual,2.4,100
144495,18,Other,Psychology,3.8,1.7,2.9,Yes,93.0,6.1,Good,4,Bachelor,Medium,6.3,No,2.51,5,8.1,Yes,3,9.5,Co-Learning Group,No,High,6,1,10,Visual,8.3,65
144496,20,Female,Engineering,7.6,4.8,1.7,No,84.2,7.6,Fair,0,Some College,Medium,8.1,No,4.0,4,5.9,No,4,15.4,Cafe,Yes,Medium,8,8,7,Auditory,2.3,100
144497,16,Female,Business,3.2,0.2,0.2,Yes,66.2,8.0,Good,6,High School,High,5.9,Yes,3.8,4,8.0,No,4,5.0,Co-Learning Group,Yes,Low,6,7,8,Auditory,3.0,97
144498,16,Other,Psychology,5.4,4.5,2.1,Yes,45.1,5.3,Good,4,Bachelor,High,6.2,Yes,4.0,5,4.2,No,2,12.4,Co-Learning Group,Yes,Low,3,2,10,Visual,6.0,100
144499,24,Other,Biology,5.1,0.6,0.9,No,96.5,5.4,Fair,3,Some College,Medium,8.9,Yes,4.0,5,1.8,No,2,8.0,Co-Learning Group,No,Medium,7,1,10,Kinesthetic,6.8,100
144500,19,Other,Arts,7.0,4.2,2.1,Yes,75.6,7.3,Good,5,Some College,Low,5.5,No,4.0,3,1,No,2,14.4,Library,Yes,High,1,10,5,Visual,1.6,96
144501,28,Female,Engineering,2.0,1.7,1.6,Yes,56.9,6.6,Good,7,PhD,Medium,6.6,Yes,2.52,4,5.6,No,4,7.3,Cafe,Yes,High,6,3,10,Auditory,1.6,61
144502,24,Female,Business,3.6,3.2,3.0,No,69.3,5.5,Good,0,Bachelor,Low,5.5,No,2.35,2,5.6,No,5,10.0,Library,No,Low,5,1,10,Kinesthetic,6.1,53
144503,28,Female,Computer Science,3.693989242647971,3.0,1.8,No,61.9,7.2,Fair,5,Master,Low,9.1,No,3.6,1,5.5,No,2,10.0,Cafe,Yes,High,9,7,8,Visual,5.6,91
144504,23,Male,Biology,8.4,1.8,2.2,No,58.5,6.8,Fair,3,Master,High,6.9,No,4.0,4,2.1,No,1,14.0,Co-Learning Group,No,Medium,1,4,10,Auditory,5.9,90
144505,27,Male,Biology,2.7,3.6,3.1,Yes,95.4,5.6,Fair,0,Some College,Medium,3.8,No,4.0,2,5.4,No,3,10.4,Library,No,Medium,10,8,7,Reading,4.4,100
144506,17,Male,Computer Science,1.9313177946513538,1.2,2.0,Yes,58.7,5.6,Good,7,High School,High,9.7,Yes,3.45,2,6.8,No,5,6.4,Library,Yes,Low,5,7,8,Reading,2.3,93
144507,25,Female,Business,4.9,2.2,2.6,No,78.5,6.3,Fair,4,High School,Low,8.9,Yes,3.57,4,5.7,No,3,11.2,Library,No,Low,8,3,10,Kinesthetic,5.4,83
144508,23,Female,Business,2.0,3.5,1.1,No,82.7,7.4,Fair,3,Bachelor,Medium,7.199999999999999,No,2.92,6,7.2,No,1,8.0,Quiet Room,Yes,Medium,7,8,7,Reading,3.6,79
144509,23,Male,Psychology,2.9,0.0,1.5,No,62.4,8.4,Poor,4,PhD,Medium,9.3,Yes,2.91,7,6.5,No,2,5.8,Co-Learning Group,No,High,1,8,7,Reading,2.5,77
144510,21,Other,Arts,1.0,3.6,1.0,Yes,68.6,12,Poor,4,High School,Medium,5.9,No,3.39,5,9.0,No,5,6.3,Quiet Room,No,High,5,10,5,Kinesthetic,1.3,93
144511,16,Female,Computer Science,6.325379217259252,1.5,1.8,No,77.4,6.7,Good,4,Some College,Medium,8.9,No,4.0,1,4.7,No,0,10.1,Co-Learning Group,No,Medium,10,1,10,Kinesthetic,1.3,98
144512,21,Male,Psychology,6.7,4.2,1.4,Yes,52.0,6.0,Good,7,Some College,High,10,Yes,3.93,8,4.6,No,0,13.1,Co-Learning Group,No,High,4,7,8,Auditory,4.0,93
144513,24,Male,Engineering,3.0,0.8,1.6,No,77.4,7.9,Good,7,High School,High,7.0,Yes,4.0,4,2.6,No,2,7.4,Quiet Room,Yes,High,4,10,5,Visual,4.0,91
144514,20,Female,Business,2.4,0.1,3.4,No,63.6,7.7,Poor,4,PhD,High,6.7,Yes,3.25,2,6.1,No,4,6.1,Co-Learning Group,Yes,High,9,10,5,Visual,1.7,82
144515,28,Other,Psychology,3.9,0.5,0.5,Yes,43.0,7.9,Good,3,Bachelor,Medium,7.2,No,2.71,8,5.1,No,0,6.8,Cafe,Yes,High,8,1,10,Kinesthetic,4.2,75
144516,17,Other,Arts,6.7,1.8,1.6,Yes,58.2,5.3,Fair,7,PhD,High,4.7,No,4.0,6,2.9,No,0,11.3,Cafe,No,Medium,3,9,6,Kinesthetic,8.2,100
144517,21,Male,Arts,5.1,0.7,3.4,Yes,81.0,9.9,Fair,3,Bachelor,Low,4.8,No,3.5,7,4.0,No,2,11.1,Cafe,No,Medium,6,9,6,Auditory,1.9,94
144518,26,Male,Psychology,0.4,3.2,2.1,No,93.6,5.9,Fair,4,Bachelor,High,10,Yes,3.15,1,4.5,No,4,6.6,Library,No,Medium,8,1,10,Kinesthetic,3.4,79
144519,24,Male,Biology,6.1,4.7,3.3,Yes,41.8,5.3,Good,7,High School,High,8.4,Yes,3.21,2,5.1,No,5,15.1,Cafe,Yes,Low,1,1,10,Kinesthetic,8.9,78
144520,20,Male,Psychology,5.8,2.9,0.9,Yes,47.0,7.3,Good,6,Some College,Low,6.5,Yes,3.85,4,5.2,No,2,11.6,Library,Yes,Medium,2,8,7,Reading,7.5,94
144521,24,Female,Biology,4.4,2.1,3.4,No,46.0,5.1,Good,6,Master,Medium,5.7,Yes,4.0,1,5.3,No,0,10.0,Cafe,Yes,Low,1,1,10,Reading,5.0,99
144522,18,Other,Arts,3.5,2.5,0.2,No,66.2,5.3,Fair,5,Some College,High,7.1,No,2.91,8,5.6,No,5,8.1,Co-Learning Group,No,Low,2,5,10,Reading,7.9,75
144523,16,Female,Biology,4.2,0.3,3.5,Yes,57.7,8.7,Good,3,Bachelor,Low,6.4,Yes,3.77,5,5.0,No,4,8.4,Library,No,Low,4,10,5,Reading,1.0,90
144524,19,Female,Engineering,4.5,2.8,2.5,No,81.8,10.1,Good,4,Bachelor,Medium,4.9,No,4.0,5,5.7,No,5,10.3,Dorm,No,High,7,3,10,Reading,2.0,100
144525,27,Female,Computer Science,4.811121772025466,3.4,0.7,Yes,56.9,5.6,Good,5,Master,High,4.7,No,3.34,3,4.1,No,5,9.3,Cafe,No,Low,4,1,10,Visual,8.4,86
144526,20,Other,Computer Science,5.4583559589941055,3.1,3.8,No,69.7,8.4,Good,5,PhD,High,8.2,No,4.0,1,4.8,No,3,13.9,Dorm,Yes,High,10,10,5,Kinesthetic,2.1,93
144527,17,Other,Computer Science,5.123735490275479,4.0,2.1,No,57.5,7.5,Fair,3,Master,High,7.9,Yes,3.81,6,4.3,No,3,12.1,Co-Learning Group,No,Medium,4,10,5,Reading,8.2,91
144528,17,Other,Engineering,6.8,2.4,1.0,No,52.0,6.2,Poor,7,High School,Low,7.5,Yes,3.82,2,4.4,No,2,12.1,Library,No,High,5,4,10,Kinesthetic,7.0,88
144529,16,Female,Biology,6.9,4.0,3.6,Yes,81.3,8.7,Fair,6,PhD,Low,3.8,No,3.33,2,7.6,No,3,14.7,Library,Yes,Low,6,5,10,Kinesthetic,5.1,77
144530,26,Male,Engineering,0.8,4.3,3.1,Yes,64.7,6.8,Poor,4,Bachelor,Low,3.3,No,3.31,2,5.8,No,3,9.5,Co-Learning Group,No,High,3,7,8,Kinesthetic,7.6,84
144531,26,Female,Business,4.2,1.4,0.0,No,47.8,7.5,Good,3,High School,High,8.0,No,3.58,4,6.2,No,0,6.1,Co-Learning Group,No,Low,10,9,6,Reading,2.9,88
144532,27,Female,Arts,7.1,4.4,0.5,No,56.1,6.2,Good,3,Some College,Medium,8.4,No,3.37,5,2.8,No,3,12.2,Cafe,No,Medium,4,9,6,Reading,8.7,80
144533,26,Male,Psychology,7.4,4.7,0.6,No,41.0,7.8,Poor,7,Master,Low,3.9000000000000004,Yes,3.81,4,7.4,No,4,13.7,Quiet Room,No,Low,9,4,10,Visual,5.1,94
144534,27,Female,Engineering,3.0,4.9,0.5,No,75.9,6.3,Good,7,Master,High,8.4,Yes,4.0,6,5.6,No,4,10.0,Library,Yes,Low,8,5,10,Auditory,2.6,93
144535,25,Other,Business,2.5,0.1,0.8,Yes,50.5,5.2,Poor,4,Some College,Medium,4.6,No,2.56,3,7.2,No,5,4.5,Co-Learning Group,No,High,5,2,10,Visual,8.0,68
144536,22,Male,Engineering,5.9,4.7,0.4,No,52.1,9.1,Good,4,High School,Medium,5.8,Yes,4.0,5,5.9,No,1,12.2,Quiet Room,No,Low,9,9,6,Kinesthetic,5.6,97
144537,28,Female,Engineering,0.2,3.6,2.0,No,99.7,6.4,Poor,5,Bachelor,Low,4.8,Yes,4.0,5,4.1,No,5,6.8,Cafe,Yes,High,3,6,9,Kinesthetic,9.7,97
144538,21,Other,Arts,4.1,2.0,3.4,No,50.9,7.9,Fair,6,Master,Medium,6.1,No,3.85,5,3.2,No,5,10.3,Dorm,Yes,Medium,7,10,5,Kinesthetic,5.1,100
144539,17,Female,Psychology,6.9,3.1,3.4,No,80.8,6.7,Good,1,High School,Low,7.2,Yes,3.93,6,1,No,0,13.5,Cafe,No,Low,3,3,10,Reading,8.2,93
144540,16,Other,Biology,3.2,3.6,1.8,No,89.8,6.5,Fair,7,Some College,Medium,6.0,No,3.43,5,3.7,No,1,9.1,Co-Learning Group,No,Medium,3,5,10,Kinesthetic,9.6,87
144541,28,Male,Arts,5.4,4.4,3.5,No,86.9,5.6,Fair,5,Some College,Low,4.3,No,4.0,4,2.9,No,2,14.4,Quiet Room,Yes,Low,8,8,7,Kinesthetic,2.4,98
144542,18,Male,Biology,3.4,2.5,0.1,No,40.4,8.1,Fair,6,PhD,Low,8.9,No,3.52,3,3.7,No,1,6.3,Library,No,Medium,3,1,10,Auditory,4.2,93
144543,19,Other,Engineering,3.2,4.8,1.9,No,93.5,5.8,Poor,2,Some College,Low,9.1,No,4.0,8,6.7,No,5,10.1,Library,Yes,High,1,5,10,Auditory,9.4,100
144544,21,Female,Business,2.9,1.8,2.4,Yes,96.6,6.3,Good,1,PhD,High,7.0,Yes,2.82,5,6.1,No,5,8.3,Cafe,Yes,Low,9,7,8,Kinesthetic,6.9,71
144545,25,Male,Psychology,5.0,2.3,2.8,No,93.0,7.4,Good,7,High School,Medium,5.7,No,3.69,1,4.9,No,4,10.1,Dorm,No,High,9,5,10,Kinesthetic,2.0,95
144546,19,Other,Computer Science,4.765808646421044,3.0,3.9,Yes,76.3,7.8,Good,2,Master,Medium,7.8,Yes,3.15,3,4.3,No,4,13.2,Co-Learning Group,No,Medium,10,6,9,Visual,6.5,84
144547,18,Other,Biology,9.3,1.5,2.2,Yes,69.4,6.2,Poor,4,Some College,Low,9.6,Yes,4.0,3,2.8,No,3,14.0,Cafe,No,High,1,4,10,Kinesthetic,6.1,98
144548,28,Female,Business,3.6,3.0,3.4,Yes,62.5,9.3,Poor,2,Some College,Low,8.2,Yes,4.0,6,4.6,No,2,10.5,Cafe,No,Low,2,4,10,Kinesthetic,2.2,95
144549,19,Male,Psychology,5.0,1.8,2.2,Yes,72.0,4.9,Fair,0,PhD,Low,5.9,Yes,3.21,6,5.3,No,0,11.0,Cafe,Yes,Medium,3,6,9,Visual,2.3,84
144550,19,Male,Business,4.1,3.4,2.3,No,77.0,5.5,Good,2,PhD,High,7.0,No,4.0,6,4.0,No,2,10.1,Co-Learning Group,No,Medium,8,8,7,Auditory,5.4,100
144551,25,Other,Computer Science,2.837227270620941,0.7,2.1,No,60.6,6.6,Fair,7,Master,Low,6.5,Yes,3.35,6,7.2,No,2,6.2,Co-Learning Group,No,High,7,6,9,Auditory,7.4,86
144552,21,Male,Biology,6.1,4.7,0.5,No,57.3,6.5,Fair,0,Master,High,5.4,No,4.0,3,2.0,No,4,13.1,Library,No,High,9,10,5,Auditory,7.5,100
144553,22,Other,Computer Science,6.9593205526541855,1.2,3.5,Yes,56.3,9.0,Poor,5,High School,High,6.0,Yes,4.0,5,6.5,No,5,13.5,Library,Yes,High,4,10,5,Auditory,9.1,94
144554,20,Female,Arts,2.5,3.9,2.9,No,77.2,6.3,Good,6,Some College,Low,7.5,Yes,4.0,2,2.5,No,0,10.8,Co-Learning Group,Yes,Medium,3,6,9,Auditory,5.5,100
144555,22,Male,Psychology,5.3,4.6,0.4,Yes,69.2,5.6,Fair,0,Bachelor,High,7.7,No,3.12,7,4.0,No,3,11.3,Co-Learning Group,No,Medium,1,7,8,Reading,6.7,75
144556,20,Other,Engineering,6.9,3.5,0.1,Yes,79.2,6.0,Fair,3,PhD,High,7.4,Yes,4.0,8,6.5,No,2,11.7,Co-Learning Group,Yes,Low,9,6,9,Reading,1.3,100
144557,28,Male,Business,8.1,2.3,1.6,No,95.7,6.6,Fair,6,Master,Low,6.5,Yes,3.94,1,5.5,No,4,12.1,Co-Learning Group,No,Low,8,10,5,Visual,4.1,100
144558,18,Other,Engineering,2.9,1.8,2.2,Yes,49.4,6.8,Good,6,Master,High,3.5,No,4.0,2,1,No,5,8.9,Library,No,High,1,6,9,Auditory,9.8,97
144559,27,Male,Engineering,2.4,3.8,1.1,No,67.8,9.0,Good,7,High School,Low,3.5,Yes,4.0,6,2.8,No,3,8.7,Cafe,Yes,Low,10,9,6,Auditory,9.6,97
144560,27,Other,Business,7.1,3.5,3.8,Yes,89.7,6.1,Fair,1,Bachelor,Medium,1.5,No,4.0,3,2.5,No,3,15.4,Co-Learning Group,Yes,Low,6,10,5,Auditory,2.9,95
144561,17,Female,Computer Science,1.051649727350258,2.6,2.0,Yes,96.2,9.2,Good,3,High School,Low,8.5,No,2.73,7,4.5,No,5,5.8,Cafe,No,Medium,6,7,8,Reading,9.6,70
144562,26,Male,Arts,6.1,0.3,2.2,No,54.5,5.9,Fair,4,Some College,High,9.6,Yes,4.0,5,4.7,No,2,10.3,Dorm,No,High,2,8,7,Reading,2.5,100
144563,22,Other,Engineering,5.0,3.6,2.4,No,45.3,7.6,Poor,3,PhD,Medium,5.7,No,3.13,1,7.8,No,1,11.9,Quiet Room,No,Low,1,4,10,Reading,1.8,69
144564,26,Female,Arts,2.4,4.5,0.4,Yes,93.9,6.7,Poor,2,Master,High,5.7,Yes,3.47,8,4.8,No,4,7.3,Cafe,Yes,Medium,7,4,10,Kinesthetic,6.1,87
144565,20,Other,Business,3.0,1.2,3.2,Yes,49.8,7.7,Fair,5,PhD,High,6.6,Yes,2.61,5,6.3,No,5,7.9,Co-Learning Group,Yes,Medium,4,1,10,Auditory,8.5,59
144566,17,Female,Psychology,3.4,1.8,0.5,Yes,45.6,8.0,Good,4,Master,Medium,4.6,No,3.37,7,5.2,No,5,7.5,Cafe,Yes,Low,4,9,6,Kinesthetic,1.2,73
144567,19,Female,Psychology,4.5,1.1,0.1,No,51.6,7.9,Good,7,Some College,Medium,8.0,No,3.74,1,6.6,No,3,7.7,Library,No,Low,6,3,10,Auditory,2.6,94
144568,17,Male,Arts,1.8,2.9,1.9,Yes,82.4,8.4,Poor,3,Bachelor,High,6.3,No,2.7,8,5.4,No,5,6.7,Library,Yes,Medium,7,3,10,Auditory,6.2,67
144569,27,Male,Arts,5.1,0.3,2.4,Yes,94.5,8.4,Good,6,Bachelor,Medium,3.9,No,3.8,7,4.6,No,0,8.4,Library,Yes,Low,1,3,10,Auditory,7.2,100
144570,20,Other,Arts,4.5,4.7,2.3,Yes,93.0,6.5,Fair,0,Some College,Low,9.5,No,3.32,5,6.5,No,2,12.8,Cafe,No,Medium,3,7,8,Kinesthetic,4.1,80
144571,28,Male,Computer Science,6.484348839136232,4.9,2.9,Yes,96.2,5.1,Good,2,PhD,High,6.4,Yes,4.0,6,3.6,No,2,16.1,Co-Learning Group,No,Low,1,9,6,Kinesthetic,4.7,100
144572,24,Female,Business,4.8,4.7,1.9,No,63.4,5.3,Poor,7,PhD,High,7.1,Yes,4.0,4,6.3,No,2,13.1,Cafe,Yes,High,8,7,8,Auditory,1.2,98
144573,24,Male,Computer Science,6.549801234225379,1.7,1.3,Yes,51.7,8.1,Good,1,PhD,Medium,6.4,No,4.0,4,2.9,No,1,10.0,Co-Learning Group,Yes,High,4,7,8,Reading,8.1,100
144574,24,Male,Arts,0,4.5,2.8,No,48.4,7.5,Poor,4,Bachelor,High,7.2,No,4.0,7,4.2,No,3,8.9,Co-Learning Group,No,High,7,8,7,Kinesthetic,7.4,94
144575,18,Other,Arts,5.8,1.8,2.7,No,74.4,5.0,Good,3,Some College,Medium,3.5,No,3.1,8,7.5,No,2,11.1,Dorm,Yes,Medium,1,3,10,Auditory,3.0,80
144576,21,Male,Arts,2.0,3.8,0.6,Yes,59.6,8.7,Good,1,High School,Low,8.1,Yes,2.97,1,1.2,No,1,6.6,Co-Learning Group,No,High,9,3,10,Visual,2.1,73
144577,26,Male,Arts,2.4,4.4,1.3,No,72.5,5.0,Fair,2,Master,High,10,No,4.0,7,1.5,No,2,9.5,Quiet Room,Yes,Low,9,2,10,Reading,1.6,100
144578,27,Other,Biology,1.7,1.2,3.6,Yes,67.9,7.5,Good,4,Bachelor,High,10,Yes,2.6,5,3.9,No,1,7.3,Co-Learning Group,No,Medium,3,4,10,Reading,2.1,69
144579,21,Other,Computer Science,6.253490079047578,1.2,2.2,No,95.8,9.1,Good,3,Some College,Low,7.9,No,3.61,8,7.6,No,5,11.0,Library,No,Low,2,3,10,Kinesthetic,1.1,92
144580,21,Other,Arts,3.6,4.9,1.0,No,81.6,6.1,Poor,6,PhD,Low,8.2,Yes,3.21,4,6.2,No,0,10.0,Quiet Room,No,Medium,3,9,6,Auditory,4.7,79
144581,23,Male,Engineering,5.3,4.8,1.9,No,90.4,6.6,Fair,6,Some College,Low,8.3,No,4.0,1,1.7,No,1,12.9,Quiet Room,No,High,4,9,6,Auditory,3.0,91
144582,23,Other,Business,4.7,2.3,2.7,No,57.2,6.2,Fair,3,Master,Medium,7.0,No,3.63,2,5.9,No,0,10.8,Dorm,No,Low,10,3,10,Visual,3.1,87
144583,18,Other,Arts,4.1,1.1,2.0,Yes,60.2,6.6,Good,1,High School,High,8.1,No,2.09,8,5.9,No,1,8.0,Dorm,No,High,8,1,10,Reading,4.3,49
144584,23,Female,Arts,1.8,2.9,3.1,Yes,54.0,9.0,Good,2,Some College,High,3.5,Yes,3.72,3,4.2,No,1,8.6,Library,Yes,Medium,4,3,10,Auditory,6.8,86
144585,22,Male,Psychology,3.1,1.2,1.8,No,86.9,7.6,Good,0,Some College,Medium,5.4,Yes,4.0,2,1.3,No,5,7.7,Co-Learning Group,Yes,High,6,7,8,Visual,7.2,100
144586,19,Male,Arts,3.7,4.5,1.0,No,63.3,5.8,Poor,2,Bachelor,High,8.2,No,2.99,2,4.4,No,2,9.7,Co-Learning Group,No,Medium,7,6,9,Visual,2.0,77
144587,18,Female,Engineering,4.4,1.4,1.7,Yes,60.3,5.8,Good,2,High School,Medium,6.0,No,3.03,6,2.2,No,5,9.5,Cafe,Yes,Low,8,4,10,Auditory,2.2,87
144588,23,Male,Biology,2.0,5.0,1.7,Yes,69.7,7.2,Fair,5,Some College,Low,5.9,No,2.83,7,4.5,No,2,10.4,Cafe,Yes,High,3,6,9,Visual,5.6,73
144589,23,Male,Psychology,5.8,3.1,3.3,No,89.5,5.4,Fair,5,High School,Low,9.2,No,3.47,8,3.6,No,2,12.4,Quiet Room,Yes,High,1,2,10,Auditory,4.3,92
144590,26,Other,Biology,2.4,1.1,3.1,Yes,77.6,6.7,Good,1,Master,Low,7.3,No,3.46,4,6.9,No,0,6.6,Library,Yes,Low,1,7,8,Auditory,7.2,91
144591,22,Female,Computer Science,3.9010073327053028,4.2,2.3,No,41.2,8.5,Good,6,Master,High,9.5,No,4.0,5,4.4,No,2,10.9,Co-Learning Group,Yes,Low,3,5,10,Visual,6.4,93
144592,17,Other,Computer Science,6.738383704504914,4.4,3.2,No,84.8,6.5,Poor,2,Some College,High,6.4,Yes,3.87,6,1.5,No,0,14.4,Dorm,No,High,8,9,6,Kinesthetic,5.6,96
144593,21,Female,Computer Science,7.293052743026175,5.0,0.7,No,76.7,6.8,Fair,6,Bachelor,Medium,6.4,Yes,3.92,4,4.2,No,4,14.8,Cafe,Yes,High,3,1,10,Visual,4.5,100
144594,22,Male,Business,4.5,3.3,0.1,Yes,91.6,5.9,Poor,2,PhD,High,5.0,No,3.97,4,5.7,No,3,9.8,Co-Learning Group,Yes,High,3,10,5,Kinesthetic,3.7,100
144595,17,Other,Computer Science,6.169109985682036,3.8,3.9,No,55.9,6.6,Poor,2,High School,High,6.9,No,4.0,8,6.9,No,4,15.8,Co-Learning Group,Yes,Low,3,9,6,Reading,9.3,95
144596,26,Male,Arts,3.9,2.7,1.2,Yes,71.6,4.4,Fair,6,High School,Low,3.9000000000000004,Yes,2.54,5,7.5,No,0,9.6,Library,No,High,9,3,10,Kinesthetic,4.0,71
144597,20,Other,Engineering,3.3,3.0,1.1,No,58.2,7.5,Good,0,Bachelor,Medium,9.0,Yes,3.09,5,1,No,2,8.3,Library,Yes,Low,6,2,10,Visual,7.2,72
144598,23,Female,Computer Science,2.1687842189658735,4.7,1.6,Yes,75.3,9.2,Fair,1,Some College,Low,4.4,Yes,3.11,7,5.3,No,5,10.3,Co-Learning Group,Yes,High,1,8,7,Auditory,1.6,68
144599,22,Other,Arts,4.9,4.3,2.8,Yes,41.1,6.9,Fair,6,PhD,Low,8.9,Yes,4.0,3,5.6,No,2,13.5,Library,Yes,Medium,7,8,7,Visual,6.6,100
144600,26,Female,Engineering,3.0,4.1,2.0,Yes,85.4,7.6,Good,7,High School,Low,6.1,No,3.62,7,5.7,No,5,9.6,Cafe,No,High,9,2,10,Kinesthetic,1.3,96
144601,23,Male,Arts,4.4,2.5,3.6,Yes,71.3,6.1,Poor,2,Bachelor,Low,4.2,Yes,2.82,5,5.4,No,5,11.6,Cafe,Yes,Medium,2,2,10,Auditory,2.2,74
144602,22,Other,Biology,3.1,2.8,1.2,No,74.1,7.9,Good,7,High School,Low,5.6,Yes,3.52,3,6.0,No,0,8.9,Quiet Room,Yes,Medium,6,4,10,Kinesthetic,4.1,86
144603,22,Female,Computer Science,3.7546142099990436,3.2,0.8,Yes,76.8,6.2,Good,5,Master,Low,5.2,Yes,3.88,7,4.4,No,2,9.7,Dorm,No,Low,10,8,7,Visual,7.3,100
144604,16,Other,Biology,4.5,4.5,2.9,Yes,78.4,8.1,Good,6,Master,Medium,9.5,Yes,3.89,5,6.3,No,4,12.9,Quiet Room,Yes,Low,10,1,10,Reading,4.1,99
144605,17,Other,Business,4.6,3.3,1.0,No,92.1,8.8,Good,5,High School,High,7.5,Yes,2.79,4,5.6,No,4,10.3,Dorm,Yes,Medium,7,3,10,Reading,6.7,79
144606,24,Female,Biology,5.2,4.1,3.5,Yes,97.3,10.4,Poor,2,Some College,Low,7.4,No,3.45,1,4.4,No,5,14.3,Cafe,No,Low,3,10,5,Reading,8.8,84
144607,22,Other,Engineering,4.9,2.4,2.0,No,58.5,6.6,Good,7,PhD,High,7.1,No,3.66,6,5.5,No,1,9.7,Cafe,No,High,3,4,10,Kinesthetic,1.9,94
144608,20,Female,Business,4.5,0.1,3.1,Yes,41.2,6.5,Poor,5,PhD,High,3.5999999999999996,Yes,2.71,8,8.6,Yes,5,9.1,Quiet Room,Yes,Medium,1,2,10,Visual,5.1,72
144609,25,Female,Biology,7.1,0.0,2.7,No,64.3,6.0,Good,2,Some College,Low,8.3,No,3.17,1,6.0,No,2,10.9,Cafe,Yes,Low,8,5,10,Kinesthetic,1.5,77
144610,18,Female,Engineering,5.2,0.6,3.3,Yes,77.7,4.3,Fair,1,Bachelor,Medium,5.5,Yes,4.0,1,4.0,No,5,10.5,Co-Learning Group,Yes,Medium,1,8,7,Kinesthetic,3.3,100
144611,25,Other,Psychology,3.9,1.7,0.4,No,70.8,8.7,Poor,0,PhD,High,4.1,No,3.68,6,6.1,No,4,7.9,Library,No,Medium,9,9,6,Visual,8.7,86
144612,26,Male,Computer Science,4.898576228271656,4.8,3.9,Yes,66.7,6.9,Fair,3,PhD,High,8.3,No,4.0,8,3.5,No,4,15.6,Quiet Room,No,Medium,2,7,8,Visual,8.4,100
144613,19,Female,Biology,5.7,3.8,2.5,Yes,59.4,4,Good,7,Bachelor,High,7.2,Yes,4.0,5,6.3,No,3,13.6,Quiet Room,Yes,High,8,10,5,Auditory,4.3,89
144614,23,Other,Arts,3.7,2.2,2.7,Yes,74.9,5.9,Fair,5,Some College,Low,8.9,No,2.96,3,4.2,No,5,8.9,Library,Yes,Medium,3,1,10,Visual,7.4,67
144615,16,Other,Engineering,2.1,4.7,3.1,Yes,90.7,5.5,Fair,6,Bachelor,Low,3.5,Yes,2.62,2,5.5,No,2,11.1,Dorm,Yes,Low,6,3,10,Auditory,4.5,64
